Collection date,Site,Subsite,Species,Growth Stage,Replicate,Wet weight in canister,Dry weight in canstier,Canister weight,Wet Wt,Dry Wt,Water Wt,LFM,LFM_perc,Concern,Notes,Notes,
2013-04-16,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #1,85.2,76.9,67.5,17.7,9.4,8.3,0.882978723,88.29787234,Yes,,,
2013-04-16,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #1,86.4,76.5,67.9,18.5,8.6,9.9,1.151162791,115.1162791,Yes,,,
2013-04-16,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #2,83.3,78.5,69,14.3,9.5,4.8,0.505263158,50.52631579,Yes,,,
2013-04-16,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #2,86.4,76.9,68.5,17.9,8.4,9.5,1.130952381,113.0952381,Yes,,,
2013-04-16,Painted Cave,PC - Living Room,CEME, Old growth,Sample #1,91.2,80.9,68.7,22.5,12.2,10.3,0.844262295,84.42622951,Yes,,,
2013-04-16,Painted Cave,PC - Living Room,CEME, Current growth,Sample #1,96.5,81.7,68.8,27.7,12.9,14.8,1.147286822,114.7286822,Yes,,,
2013-04-16,Painted Cave,PC - Living Room,CEME, Old growth,Sample #2,91.5,80.3,68.6,22.9,11.7,11.2,0.957264957,95.72649573,Yes,,,
2013-04-16,Painted Cave,PC - Living Room,CEME, Current growth,Sample #2,113,89.9,68.5,44.5,21.4,23.1,1.079439252,107.9439252,Yes,,,
2013-04-16,Tunnel Road,,ADFA, Current growth,Sample #1,79.7,74.8,68.5,11.2,6.3,4.9,0.777777778,77.77777778,Yes,,,
2013-04-16,Tunnel Road,,ADFA, Old growth,Sample #1,84.2,77,68.3,15.9,8.7,7.2,0.827586207,82.75862069,Yes,,,
2013-04-16,Tunnel Road,,ADFA, Old growth,Sample #2,77.7,73.4,68.4,9.3,5,4.3,0.86,86,Yes,,,
2013-04-16,Tunnel Road,,ADFA, Current growth,Sample #2,75.5,71.7,67.6,7.9,4.1,3.8,0.926829268,92.68292683,Yes,,,
2013-04-16,Tunnel Road,,CEBE, Old growth,Sample #1,93.6,82.9,68.5,25.1,14.4,10.7,0.743055556,74.30555556,Yes,,,
2013-04-16,Tunnel Road,,CEBE, Current growth,Sample #1,101.7,83.8,67.6,34.1,16.2,17.9,1.104938272,110.4938272,Yes,,,
2013-04-16,Tunnel Road,,CEBE, Current growth,Sample #2,104.4,86.4,67.6,36.8,18.8,18,0.957446809,95.74468085,Yes,,,
2013-04-16,Tunnel Road,,CEBE, Old growth,Sample #2,87.8,77.8,68.9,18.9,8.9,10,1.123595506,112.3595506,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #1,96.4,83.9,67.8,28.6,16.1,12.5,0.776397516,77.63975155,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #1,100.5,84.9,67.4,33.1,17.5,15.6,0.891428571,89.14285714,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #2,98.9,89.8,69.1,29.8,20.7,9.1,0.439613527,43.96135266,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #2,97.1,81.6,68.4,28.7,13.2,15.5,1.174242424,117.4242424,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,CEME, Old growth,Sample #1,93.9,83.3,68.7,25.2,14.6,10.6,0.726027397,72.60273973,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,CEME, Current growth,Sample #1,120.3,93.5,68.8,51.5,24.7,26.8,1.085020243,108.5020243,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,CEME, Old growth,Sample #2,96.1,84.6,68.7,27.4,15.9,11.5,0.72327044,72.32704403,Yes,,,
2013-05-01,Painted Cave,PC - Living Room,CEME, Current growth,Sample #2,113.3,89.3,68.8,44.5,20.5,24,1.170731707,117.0731707,Yes,,,
2013-05-01,Tunnel Road,,ADFA, Old growth,Sample #1,89.4,80.3,68.3,21.1,12,9.1,0.758333333,75.83333333,Yes,,,
2013-05-01,Tunnel Road,,ADFA, Current growth,Sample #1,103.2,87.1,67.6,35.6,19.5,16.1,0.825641026,82.56410256,Yes,,,
2013-05-01,Tunnel Road,,ADFA, Current growth,Sample #2,93.7,84.3,68.3,25.4,16,9.4,0.5875,58.75,Yes,,,
2013-05-01,Tunnel Road,,ADFA, Old growth,Sample #2,104.7,86.4,68.4,36.3,18,18.3,1.016666667,101.6666667,Yes,,,
2013-05-01,Tunnel Road,,CEBE, Old growth,Sample #1,89.5,80.7,68.1,21.4,12.6,8.8,0.698412698,69.84126984,Yes,,,
2013-05-01,Tunnel Road,,CEBE, Current growth,Sample #1,121.1,96.8,67.6,53.5,29.2,24.3,0.832191781,83.21917808,Yes,,,
2013-05-01,Tunnel Road,,CEBE, Old growth,Sample #2,94.1,84.1,68.9,25.2,15.2,10,0.657894737,65.78947368,Yes,,,
2013-05-01,Tunnel Road,,CEBE, Current growth,Sample #2,118.9,97.2,67.6,51.3,29.6,21.7,0.733108108,73.31081081,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #1,117.7,97.4,67.7,50,29.7,20.3,0.683501684,68.35016835,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #1,97.6,84.5,67.5,30.1,17,13.1,0.770588235,77.05882353,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #2,120,98.2,69,51,29.2,21.8,0.746575342,74.65753425,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #2,117.7,94.7,68.4,49.3,26.3,23,0.874524715,87.45247148,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,CEME, Old growth,Sample #1,88.5,80.8,68.8,19.7,12,7.7,0.641666667,64.16666667,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,CEME, Current growth,Sample #1,126.4,98.9,68.6,57.8,30.3,27.5,0.907590759,90.75907591,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,CEME, Old growth,Sample #2,114.8,97.9,68.7,46.1,29.2,16.9,0.578767123,57.87671233,Yes,,,
2013-05-16,Painted Cave,PC - Living Room,CEME, Current growth,Sample #2,127.2,99.7,68.5,58.7,31.2,27.5,0.881410256,88.14102564,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #1,118.2,98.6,67.8,50.4,30.8,19.6,0.636363636,63.63636364,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #1,108.8,91.3,67.6,41.2,23.7,17.5,0.738396624,73.83966245,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #2,101.6,88.8,68.9,32.7,19.9,12.8,0.64321608,64.32160804,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #2,104.3,88.9,68.5,35.8,20.4,15.4,0.754901961,75.49019608,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,CEME, Old growth,Sample #1,110.9,95.6,68.8,42.1,26.8,15.3,0.570895522,57.08955224,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,CEME, Current growth,Sample #1,127.5,102.5,68.7,58.8,33.8,25,0.73964497,73.96449704,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,CEME, Old growth,Sample #2,98.6,88.2,68.6,30,19.6,10.4,0.530612245,53.06122449,Yes,,,
2013-05-30,Painted Cave,PC - Living Room,CEME, Current growth,Sample #2,110.4,93.1,68.5,41.9,24.6,17.3,0.703252033,70.32520325,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Old growth,Sample #1,121.3,100,68.4,52.9,31.6,21.3,0.674050633,67.40506329,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Old growth,Sample #1,109.6,91.9,68.1,41.5,23.8,17.7,0.743697479,74.3697479,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Current growth,Sample #1,117,95.6,67.7,49.3,27.9,21.4,0.76702509,76.70250896,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Current growth,Sample #1,107.6,89,67.4,40.2,21.6,18.6,0.861111111,86.11111111,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Old growth,Sample #2,99.1,87.2,68.4,30.7,18.8,11.9,0.632978723,63.29787234,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Old growth,Sample #2,81.2,76.1,68.3,12.9,7.8,5.1,0.653846154,65.38461538,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Current growth,Sample #2,92.6,82.8,68.3,24.3,14.5,9.8,0.675862069,67.5862069,Yes,,,
2013-05-30,Tunnel Road,,ADFA, Current growth,Sample #2,90.6,80.9,68,22.6,12.9,9.7,0.751937984,75.19379845,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Old growth,Sample #1,107.6,91.7,68.1,39.5,23.6,15.9,0.673728814,67.37288136,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Old growth,Sample #1,105.8,90.4,67.9,37.9,22.5,15.4,0.684444444,68.44444444,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Current growth,Sample #1,124.2,99.5,67.4,56.8,32.1,24.7,0.769470405,76.9470405,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Current growth,Sample #1,131.4,102.7,67.5,63.9,35.2,28.7,0.815340909,81.53409091,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Old growth,Sample #2,90.4,82.3,68.7,21.7,13.6,8.1,0.595588235,59.55882353,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Current growth,Sample #2,102.9,89.1,67.7,35.2,21.4,13.8,0.644859813,64.48598131,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Old growth,Sample #2,91.9,82.6,68.5,23.4,14.1,9.3,0.659574468,65.95744681,Yes,,,
2013-05-30,Tunnel Road,,CEBE, Current growth,Sample #2,114.3,94.3,67.4,46.9,26.9,20,0.743494424,74.34944238,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #1,105,90.8,67.8,37.2,23,14.2,0.617391304,61.73913043,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #1,99,86.2,67.7,31.3,18.5,12.8,0.691891892,69.18918919,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,ADFA, Old growth,Sample #2,116.8,98.5,69,47.8,29.5,18.3,0.620338983,62.03389831,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,ADFA, Current growth,Sample #2,104.5,89.5,68.4,36.1,21.1,15,0.710900474,71.09004739,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,CEME, Old growth,Sample #1,110,95.1,68.8,41.2,26.3,14.9,0.566539924,56.6539924,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,CEME, Current growth,Sample #1,126.5,102.5,68.4,58.1,34.1,24,0.703812317,70.38123167,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,CEME, Old growth,Sample #2,120.2,101.8,68.6,51.6,33.2,18.4,0.554216867,55.42168675,Yes,,,
2013-06-14,Painted Cave,PC - Living Room,CEME, Current growth,Sample #2,112.9,94.9,68.5,44.4,26.4,18,0.681818182,68.18181818,Yes,,,
2013-06-14,Tunnel Road,,ADFA, Old growth,Sample #1,104.8,90.1,68.2,36.6,21.9,14.7,0.671232877,67.12328767,Yes,,,
2013-06-14,Tunnel Road,,ADFA, Current growth,Sample #1,102,87.3,67.5,34.5,19.8,14.7,0.742424242,74.24242424,Yes,,,
2013-06-14,Tunnel Road,,ADFA, Old growth,Sample #2,98,86.7,68.4,29.6,18.3,11.3,0.617486339,61.74863388,Yes,,,
2013-06-14,Tunnel Road,,ADFA, Current growth,Sample #2,123.2,100.7,68.3,54.9,32.4,22.5,0.694444444,69.44444444,Yes,,,
2013-06-14,Tunnel Road,,CEBE, Old growth,Sample #1,102.7,89.7,68.2,34.5,21.5,13,0.604651163,60.46511628,Yes,,,
2013-06-14,Tunnel Road,,CEBE, Current growth,Sample #1,116.6,96.6,67.4,49.2,29.2,20,0.684931507,68.49315068,Yes,,,
2013-06-14,Tunnel Road,,CEBE, Old growth,Sample #2,110.3,94.9,68.5,41.8,26.4,15.4,0.583333333,58.33333333,Yes,,,
2013-06-14,Tunnel Road,,CEBE, Current growth,Sample #2,126.2,103.3,67.6,58.6,35.7,22.9,0.641456583,64.14565826,Yes,,,
2013-07-02,Painted Cave,PC - Living Room,ADFA,,Sample #1,110.2,93.8,67.4,42.8,26.4,16.4,0.621212121,62.12121212,,,,
2013-07-02,Painted Cave,PC - Living Room,ADFA,,Sample #2,101.5,88.1,67.7,33.8,20.4,13.4,0.656862745,65.68627451,,,,
2013-07-02,Painted Cave,PC - Living Room,ADFA,,Sample #3,99.8,87.9,68.8,31,19.1,11.9,0.623036649,62.30366492,,,,
2013-07-02,Painted Cave,PC - Living Room,ADFA,,Sample #4,101.6,88.2,68.5,33.1,19.7,13.4,0.680203046,68.02030457,,,,
2013-07-02,Painted Cave,PC - Living Room,CEME,,Sample #1,107.3,92.9,68.4,38.9,24.5,14.4,0.587755102,58.7755102,,,,
2013-07-02,Painted Cave,PC - Living Room,CEME,,Sample #2,114.1,97.6,68.7,45.4,28.9,16.5,0.570934256,57.09342561,,,,
2013-07-02,Painted Cave,PC - Living Room,CEME,,Sample #3,108.8,93.4,68.4,40.4,25,15.4,0.616,61.6,,,,
2013-07-02,Painted Cave,PC - Living Room,CEME,,Sample #4,121.7,101.9,68.8,52.9,33.1,19.8,0.598187311,59.81873112,,,,
2013-07-02,Tunnel Road,,ADFA,,Sample #1,113.4,95.1,68.3,45.1,26.8,18.3,0.682835821,68.28358209,,,,
2013-07-02,Tunnel Road,,ADFA,,Sample #2,120.6,99.8,67.5,53.1,32.3,20.8,0.643962848,64.39628483,,,,
2013-07-02,Tunnel Road,,CEBE,,Sample #1,119,99.3,68.4,50.6,30.9,19.7,0.637540453,63.75404531,,,,
2013-07-02,Tunnel Road,,CEBE,,Sample #2,109.2,93.7,68.2,41,25.5,15.5,0.607843137,60.78431373,,,,
2013-07-17,Painted Cave,PC - Living Room,ADFA,,Sample #1,95.9,85.9,67.4,28.5,18.5,10,0.540540541,54.05405405,,,,
2013-07-17,Painted Cave,PC - Living Room,ADFA,,Sample #2,105.1,91.2,67.7,37.4,23.5,13.9,0.591489362,59.14893617,,,,
2013-07-17,Painted Cave,PC - Living Room,ADFA,,Sample #3,98.2,87.3,68.9,29.3,18.4,10.9,0.592391304,59.23913043,,,,
2013-07-17,Painted Cave,PC - Living Room,ADFA,,Sample #4,102.9,90.2,68.5,34.4,21.7,12.7,0.585253456,58.52534562,,,,
2013-07-17,Painted Cave,PC - Living Room,CEME,,Sample #1,92.9,84,68.4,24.5,15.6,8.9,0.570512821,57.05128205,,,,
2013-07-17,Painted Cave,PC - Living Room,CEME,,Sample #2,94.3,85.2,68.7,25.6,16.5,9.1,0.551515152,55.15151515,,,,
2013-07-17,Painted Cave,PC - Living Room,CEME,,Sample #3,103.8,90.6,68.4,35.4,22.2,13.2,0.594594595,59.45945946,,,,
2013-07-17,Painted Cave,PC - Living Room,CEME,,Sample #4,96,86.1,68.7,27.3,17.4,9.9,0.568965517,56.89655172,,,,
2013-07-17,Tunnel Road,,ADFA,,Sample #1,117.2,97,68.2,49,28.8,20.2,0.701388889,70.13888889,,,,
2013-07-17,Tunnel Road,,ADFA,,Sample #2,84.5,78.1,67.5,17,10.6,6.4,0.603773585,60.37735849,,,,
2013-07-17,Tunnel Road,,CEBE,,Sample #1,103,90,68.4,34.6,21.6,13,0.601851852,60.18518519,,,,
2013-07-17,Tunnel Road,,CEBE,,Sample #2,97.2,86.7,68.3,28.9,18.4,10.5,0.570652174,57.06521739,,,,
2013-07-30,Painted Cave,PC - Living Room,ADFA,,Sample #1,105.7,91.8,67.4,38.3,24.4,13.9,0.569672131,56.96721311,,,,
2013-07-30,Painted Cave,PC - Living Room,ADFA,,Sample #2,113.4,95.2,67.6,45.8,27.6,18.2,0.65942029,65.94202899,,,,
2013-07-30,Painted Cave,PC - Living Room,ADFA,,Sample #3,116.5,99,68.8,47.7,30.2,17.5,0.579470199,57.94701987,,,,
2013-07-30,Painted Cave,PC - Living Room,ADFA,,Sample #4,103.7,90.7,68.4,35.3,22.3,13,0.582959641,58.29596413,,,,
2013-07-30,Painted Cave,PC - Living Room,CEME,,Sample #1,108.1,93.8,68.3,39.8,25.5,14.3,0.560784314,56.07843137,,,,
2013-07-30,Painted Cave,PC - Living Room,CEME,,Sample #2,112.6,97.2,68.6,44,28.6,15.4,0.538461538,53.84615385,,,,
2013-07-30,Painted Cave,PC - Living Room,CEME,,Sample #3,117.5,100.3,68.3,49.2,32,17.2,0.5375,53.75,,,,
2013-07-30,Painted Cave,PC - Living Room,CEME,,Sample #4,113,97.4,68.8,44.2,28.6,15.6,0.545454545,54.54545455,,,,
2013-07-30,Tunnel Road,,ADFA,,Sample #1,122.8,101,68.2,54.6,32.8,21.8,0.664634146,66.46341463,,,,
2013-07-30,Tunnel Road,,ADFA,,Sample #2,110.2,93.4,67.5,42.7,25.9,16.8,0.648648649,64.86486486,,,,
2013-07-30,Tunnel Road,,CEBE,,Sample #1,118.5,99.5,68.4,50.1,31.1,19,0.610932476,61.09324759,,,,
2013-07-30,Tunnel Road,,CEBE,,Sample #2,107.9,93.3,68.2,39.7,25.1,14.6,0.581673307,58.16733068,,,,
2013-08-14,Painted Cave,PC - Living Room,ADFA,,Sample #1,126,104.7,67.3,58.7,37.4,21.3,0.569518717,56.95187166,,,,
2013-08-14,Painted Cave,PC - Living Room,ADFA,,Sample #2,100.5,88.7,67.6,32.9,21.1,11.8,0.559241706,55.92417062,,,,
2013-08-14,Painted Cave,PC - Living Room,ADFA,,Sample #3,135.7,111.4,68.7,67,42.7,24.3,0.569086651,56.90866511,,,,
2013-08-14,Painted Cave,PC - Living Room,ADFA,,Sample #4,107.7,93.7,68.4,39.3,25.3,14,0.553359684,55.33596838,,,,
2013-08-14,Painted Cave,PC - Living Room,CEME,,Sample #1,133.7,111,68.3,65.4,42.7,22.7,0.531615925,53.16159251,,,,
2013-08-14,Painted Cave,PC - Living Room,CEME,,Sample #2,105.7,91.3,68.6,37.1,22.7,14.4,0.634361233,63.43612335,,,,
2013-08-14,Painted Cave,PC - Living Room,CEME,,Sample #3,125.2,105.8,68.2,57,37.6,19.4,0.515957447,51.59574468,,,,
2013-08-14,Painted Cave,PC - Living Room,CEME,,Sample #4,108.2,95,68.7,39.5,26.3,13.2,0.501901141,50.19011407,,,,
2013-08-14,Tunnel Road,,ADFA,,Sample #1,112.3,94.9,68.3,44,26.6,17.4,0.654135338,65.41353383,,,,
2013-08-14,Tunnel Road,,ADFA,,Sample #2,112.9,95.8,67.5,45.4,28.3,17.1,0.604240283,60.42402827,,,,
2013-08-14,Tunnel Road,,CEBE,,Sample #1,115.1,98.4,68.4,46.7,30,16.7,0.556666667,55.66666667,,,,
2013-08-14,Tunnel Road,,CEBE,,Sample #2,111.4,95.8,68.1,43.3,27.7,15.6,0.563176895,56.31768953,,,,
2013-09-04,Painted Cave,PC - Living Room,ADFA,,Sample #1,99.9,87.6,67.4,32.5,20.2,12.3,0.608910891,60.89108911,,,,
2013-09-04,Painted Cave,PC - Living Room,ADFA,,Sample #2,97.1,86.4,67.6,29.5,18.8,10.7,0.569148936,56.91489362,,,,
2013-09-04,Painted Cave,PC - Living Room,ADFA,,Sample #3,119.7,101,68.8,50.9,32.2,18.7,0.580745342,58.07453416,,,,
2013-09-04,Painted Cave,PC - Living Room,ADFA,,Sample #4,93.8,85.4,68.4,25.4,17,8.4,0.494117647,49.41176471,,,,
2013-09-04,Painted Cave,PC - Living Room,CEME,,Sample #1,135.8,114,68.3,67.5,45.7,21.8,0.47702407,47.702407,,,,
2013-09-04,Painted Cave,PC - Living Room,CEME,,Sample #2,119.2,104.1,68.4,50.8,35.7,15.1,0.422969188,42.29691877,Yes,,,
2013-09-04,Painted Cave,PC - Living Room,CEME,,Sample #3,97.6,88.7,68.3,29.3,20.4,8.9,0.43627451,43.62745098,Yes,,,
2013-09-04,Painted Cave,PC - Living Room,CEME,,Sample #4,101.3,91.2,68.7,32.6,22.5,10.1,0.448888889,44.88888889,Yes,,,
2013-09-04,Tunnel Road,,ADFA,,Sample #1,119.1,99.6,68.3,50.8,31.3,19.5,0.623003195,62.30031949,,,,
2013-09-04,Tunnel Road,,ADFA,,Sample #2,100.5,88.3,67.5,33,20.8,12.2,0.586538462,58.65384615,,,,
2013-09-04,Tunnel Road,,CEBE,,Sample #1,98.5,88.5,68.4,30.1,20.1,10,0.497512438,49.75124378,,,,
2013-09-04,Tunnel Road,,CEBE,,Sample #2,123,104.3,68.1,54.9,36.2,18.7,0.516574586,51.65745856,,,,
2013-09-18,Painted Cave,PC - Living Room,ADFA,,Sample #1,94.3,87.2,67.4,26.9,19.8,7.1,0.358585859,35.85858586,Yes,,,
2013-09-18,Painted Cave,PC - Living Room,ADFA,,Sample #2,97.4,89.7,67.6,29.8,22.1,7.7,0.34841629,34.84162896,Yes,,,
2013-09-18,Painted Cave,PC - Living Room,ADFA,,Sample #3,95.7,88.5,68.8,26.9,19.7,7.2,0.365482234,36.54822335,Yes,,,
2013-09-18,Painted Cave,PC - Living Room,ADFA,,Sample #4,94.7,88.1,68.4,26.3,19.7,6.6,0.335025381,33.50253807,Yes,,,
2013-09-18,Painted Cave,PC - Living Room,CEME,,Sample #1,98.5,93,68.3,30.2,24.7,5.5,0.222672065,22.26720648,Yes,,,
2013-09-18,Painted Cave,PC - Living Room,CEME,,Sample #2,98.9,93.3,68.5,30.4,24.8,5.6,0.225806452,22.58064516,Yes,,,
2013-09-18,Painted Cave,PC - Living Room,CEME,,Sample #3,108.9,102.1,68.3,40.6,33.8,6.8,0.201183432,20.1183432,Yes,,,
2013-09-18,Painted Cave,PC - Living Room,CEME,,Sample #4,104.2,97.8,68.7,35.5,29.1,6.4,0.219931271,21.99312715,Yes,,,
2013-09-18,Tunnel Road,,ADFA,,Sample #1,99.1,90.7,68.3,30.8,22.4,8.4,0.375,37.5,Yes,,,
2013-09-18,Tunnel Road,,ADFA,,Sample #2,100.2,92.2,67.4,32.8,24.8,8,0.322580645,32.25806452,Yes,,,
2013-09-18,Tunnel Road,,CEBE,,Sample #1,93.2,86.9,68.4,24.8,18.5,6.3,0.340540541,34.05405405,Yes,,,
2013-09-18,Tunnel Road,,CEBE,,Sample #2,93.3,86.1,68.1,25.2,18,7.2,0.4,40,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,ADFA,,Sample #1,130,122,67.4,62.6,54.6,8,0.146520147,14.65201465,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,ADFA,,Sample #2,118.9,108.7,67.6,51.3,41.1,10.2,0.248175182,24.81751825,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,ADFA,,Sample #3,123.7,115.6,68.8,54.9,46.8,8.1,0.173076923,17.30769231,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,ADFA,,Sample #4,123.7,118.6,68.4,55.3,50.2,5.1,0.101593625,10.15936255,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,CEME,,Sample #1,108.2,104.5,68.4,39.8,36.1,3.7,0.102493075,10.24930748,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,CEME,,Sample #2,107.9,102.5,68.5,39.4,34,5.4,0.158823529,15.88235294,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,CEME,,Sample #3,117.9,112.6,68.3,49.6,44.3,5.3,0.119638826,11.96388262,Yes,,,
2013-10-02,Painted Cave,PC - Living Room,CEME,,Sample #4,116,111.2,68.7,47.3,42.5,4.8,0.112941176,11.29411765,Yes,,,
2013-10-02,Tunnel Road,,ADFA,,Sample #1,101.9,95.3,68.3,33.6,27,6.6,0.244444444,24.44444444,Yes,,,
2013-10-02,Tunnel Road,,ADFA,,Sample #2,101,94.8,67.4,33.6,27.4,6.2,0.226277372,22.62773723,Yes,,,
2013-10-02,Tunnel Road,,CEBE,,Sample #1,101.3,93.5,68.4,32.9,25.1,7.8,0.310756972,31.07569721,Yes,,,
2013-10-02,Tunnel Road,,CEBE,,Sample #2,104.7,98,68.1,36.6,29.9,6.7,0.224080268,22.40802676,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,ADFA,,Sample #1,117.1,110.9,67.4,49.7,43.5,6.2,0.142528736,14.25287356,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,ADFA,,Sample #2,101.8,94.1,67.6,34.2,26.5,7.7,0.290566038,29.05660377,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,ADFA,,Sample #3,106.6,98.8,68.8,37.8,30,7.8,0.26,26,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,ADFA,,Sample #4,108.4,101.4,68.4,40,33,7,0.212121212,21.21212121,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,CEME,,Sample #1,102.2,97,68.4,33.8,28.6,5.2,0.181818182,18.18181818,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,CEME,,Sample #2,101.6,96.3,68.5,33.1,27.8,5.3,0.190647482,19.0647482,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,CEME,,Sample #3,99.9,94.4,68.3,31.6,26.1,5.5,0.210727969,21.07279693,Yes,,,
2013-10-16,Painted Cave,PC - Living Room,CEME,,Sample #4,109,103,68.7,40.3,34.3,6,0.174927114,17.49271137,Yes,,,
2013-10-16,Tunnel Road,,ADFA,,Sample #1,95.8,90.3,68.3,27.5,22,5.5,0.25,25,Yes,,,
2013-10-16,Tunnel Road,,ADFA,,Sample #2,105.2,98.7,67.4,37.8,31.3,6.5,0.207667732,20.76677316,Yes,,,
2013-10-16,Tunnel Road,,CEBE,,Sample #1,87.9,83.6,68.4,19.5,15.2,4.3,0.282894737,28.28947368,Yes,,,
2013-10-16,Tunnel Road,,CEBE,,Sample #2,112.4,104.6,68.1,44.3,36.5,7.8,0.21369863,21.36986301,Yes,,,
2013-10-31,Painted Cave,PC - Living Room,ADFA,,Sample #1,112.7,95.7,67.4,45.3,28.3,17,0.600706714,60.07067138,,,,
2013-10-31,Painted Cave,PC - Living Room,ADFA,,Sample #2,104.1,90.4,67.7,36.4,22.7,13.7,0.603524229,60.35242291,,,,
2013-10-31,Painted Cave,PC - Living Room,ADFA,,Sample #3,124,104.7,68.7,55.3,36,19.3,0.536111111,53.61111111,,,,
2013-10-31,Painted Cave,PC - Living Room,ADFA,,Sample #4,93.7,84.9,68.5,25.2,16.4,8.8,0.536585366,53.65853659,,,,
2013-10-31,Painted Cave,PC - Living Room,CEME,,Sample #1,106.3,94.1,68.4,37.9,25.7,12.2,0.474708171,47.47081712,,,,
2013-10-31,Painted Cave,PC - Living Room,CEME,,Sample #2,104.3,92.9,68.5,35.8,24.4,11.4,0.467213115,46.72131148,,,,
2013-10-31,Painted Cave,PC - Living Room,CEME,,Sample #3,104.3,92.2,68.3,36,23.9,12.1,0.506276151,50.62761506,,,,
2013-10-31,Painted Cave,PC - Living Room,CEME,,Sample #4,109.9,97.3,68.8,41.1,28.5,12.6,0.442105263,44.21052632,Yes,,,
2013-10-31,St Mary's,,CEME,,Sample #1,101.2,90.3,68.5,32.7,21.8,10.9,0.5,50,,,,
2013-10-31,St Mary's,,CEME,,Sample #2,98.7,87.4,68.2,30.5,19.2,11.3,0.588541667,58.85416667,,,,
2013-10-31,Tunnel Road,,CEME,,Sample #1,113,95.8,68.6,44.4,27.2,17.2,0.632352941,63.23529412,,,,
2013-10-31,Tunnel Road,,CEME,,Sample #2,99.2,87.5,67.4,31.8,20.1,11.7,0.582089552,58.20895522,,,,
2013-11-14,Painted Cave,PC - Living Room,ADFA,,Sample #1,106.9,92.4,67.4,39.5,25,14.5,0.58,58,,,,
